City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
381,dali,56,CN,1525750401,70,25.6,100.24,67.11,2.06
382,san quintin,40,PH,1525748400,74,17.54,120.52,87.8,6.93
383,souillac,12,FR,1525748400,93,45.6,-0.6,59.0,2.24
384,vierzon,0,FR,1525748400,93,47.22,2.07,51.8,3.06
385,the valley,40,AI,1525748400,74,18.22,-63.06,78.8,12.75
386,machico,40,PT,1525748400,63,32.7,-16.77,62.6,4.7
387,gushikawa,20,JP,1525748160,78,26.35,127.87,80.6,21.92
388,anori,48,BR,1525750403,99,-3.74,-61.66,74.22,2.62
389,aden,0,YE,1525750403,99,12.79,45.03,83.58,4.97
390,mana,20,RS,1525748400,100,43.52,20.24,48.2,3.51
391,novopetrovskoye,0,RU,1525748400,81,55.99,36.47,50.0,2.24
392,acajutla,32,SV,1525750344,86,13.59,-89.83,76.38,2.95
393,bilma,0,NE,1525750404,20,18.69,12.92,69.18,5.75
394,santa vitoria do palmar,8,BR,1525750404,90,-33.52,-53.37,64.41,16.04
395,bonthe,8,SL,1525750405,95,7.53,-12.5,78.9,4.07
396,salinopolis,92,BR,1525750405,100,-0.61,-47.36,76.11,7.2
397,chisec,8,GT,1525750405,98,15.81,-90.29,63.15,1.95
398,balabac,0,PH,1525750405,100,7.99,117.06,85.65,2.73
399,guerrero negro,0,MX,1525750406,66,27.97,-114.04,64.95,10.11
400,salalah,40,OM,1525747800,83,17.01,54.1,82.4,2.24
401,stanghelle,8,NO,1525750409,82,60.55,5.74,40.56,1.72
402,isangel,32,VU,1525750409,100,-19.55,169.27,76.2,17.49
403,oistins,40,BB,1525748400,78,13.07,-59.53,78.8,21.92
404,santiago del estero,92,AR,1525750410,99,-27.8,-64.26,68.46,5.97
405,bonanza,8,NI,1525750410,56,14.03,-84.62,80.88,4.97
406,tipperary,75,IE,1525748400,93,52.47,-8.16,53.6,11.41
407,moquegua,0,PE,1525750410,77,-17.19,-70.93,50.37,1.95
408,gizo,20,IL,1525747800,72,31.8,34.94,66.2,9.17
409,saint-pierre,0,FR,1525748400,81,48.95,4.24,51.8,5.82
410,svetlaya,20,RU,1525750411,89,46.54,138.33,40.2,8.55
411,hurricane,1,US,1525748160,8,37.18,-113.29,86.0,3.36
412,tiksi,8,RU,1525750254,100,71.64,128.87,19.95,4.41
413,kathmandu,20,NP,1525747800,68,27.71,85.32,71.6,2.24
414,okhotsk,56,RU,1525750412,68,59.36,143.24,49.65,5.97
415,dickinson,1,US,1525748160,59,46.88,-102.79,62.6,8.05
416,puerto del rosario,40,ES,1525748400,77,28.5,-13.86,64.4,14.99
417,kamenskiy,0,RU,1525750413,65,50.89,45.49,54.6,2.95
418,mont-dore,75,NC,1525748400,61,-22.23,166.53,82.4,9.17
419,longonjo,0,AO,1525750413,71,-12.91,15.25,50.55,2.39
420,los lunas,40,US,1525749300,12,34.81,-106.76,80.6,14.99
421,madang,0,PG,1525750414,90,-5.21,145.81,82.86,3.51
422,kavaratti,80,IN,1525750414,100,10.57,72.64,84.93,4.97
423,san roque,64,EC,1525750415,91,0.3,-78.23,49.74,1.72
424,linhares,32,BR,1525750415,97,-19.38,-40.06,67.2,5.64
425,colquechaca,92,BO,1525750415,82,-18.7,-66.0,42.0,0.38
426,plettenberg bay,0,ZA,1525750416,100,-34.05,23.37,60.45,0.49
427,katsuura,75,JP,1525744800,87,33.93,134.5,60.8,6.93
428,khokhryaki,64,RU,1525750416,95,56.92,53.32,49.38,5.75
429,de aar,0,ZA,1525750416,24,-30.65,24.01,53.7,9.78
430,berdigestyakh,92,RU,1525750338,63,62.1,126.7,53.52,8.77
431,slave lake,90,CA,1525748400,28,55.28,-114.77,68.0,6.93
432,whitianga,0,NZ,1525750417,99,-36.83,175.7,65.13,11.01
433,petrolia,1,CA,1525749360,81,42.88,-82.15,51.8,5.08
434,yenagoa,0,NG,1525750418,96,4.92,6.26,75.57,4.74
435,atar,0,MR,1525750418,29,20.52,-13.05,61.98,7.43
436,kaputa,8,ZM,1525750418,69,-8.47,29.66,64.95,4.74
437,huarmey,8,PE,1525750405,91,-10.07,-78.15,61.62,2.39
438,gravdal,8,NO,1525747800,81,59.79,5.78,50.0,12.75
439,christchurch,12,NZ,1525748400,37,-43.53,172.64,66.2,11.41
440,iqaluit,75,CA,1525744800,85,63.75,-68.52,12.2,9.17
441,san isidro,36,PH,1525750421,70,16.74,121.63,86.37,3.51
442,dubai,0,AE,1525744800,65,25.27,55.3,82.4,3.36
443,catuday,12,PH,1525750421,90,16.29,119.81,87.0,6.2
444,aubenas,0,FR,1525748400,93,44.62,4.39,57.2,1.12
445,sarkand,0,KZ,1525750422,71,45.41,79.91,54.42,3.4
446,ogaminana,12,NG,1525750422,93,7.6,6.2,73.14,9.44
447,gornyak,92,KZ,1525750422,66,51.0,81.46,44.7,17.6
448,dingle,48,PH,1525750423,99,11.0,122.67,82.23,3.62
449,shakiso,80,ET,1525750423,97,5.77,38.9,57.84,2.51
450,bilibino,80,RU,1525750423,74,68.06,166.44,32.82,3.06
451,nelson,20,CA,1525748400,63,49.49,-117.29,62.6,8.05
452,boke,20,GN,1525750424,90,10.95,-14.28,75.12,4.63
453,altay,0,CN,1525750424,74,47.83,88.13,30.93,2.95
454,tombouctou,0,ML,1525750424,36,16.77,-3.01,70.17,3.06
455,mahon,75,IE,1525748400,100,51.89,-8.4,50.0,12.75
456,saint-georges,0,CA,1525750220,64,46.12,-70.67,36.24,2.73
457,taua,0,SL,1525750425,82,8.79,-12.72,77.01,7.99
458,steamboat springs,1,US,1525748160,22,40.48,-106.83,64.4,5.53
459,orje,56,NO,1525747800,93,59.48,11.66,44.6,3.36
460,jardim,8,BR,1525750426,72,-21.48,-56.15,74.22,10.11
461,harper,1,US,1525749300,60,30.3,-99.24,75.2,10.67
462,banda aceh,12,ID,1525750426,85,5.56,95.32,84.12,2.39
463,pundaguitan,36,PH,1525750426,100,6.37,126.17,80.61,8.21
464,lima,0,PE,1525750199,86,-12.06,-77.04,58.2,1.95
465,ndago,88,UG,1525750427,100,-0.97,29.98,57.48,2.06
466,sovetskiy,56,RU,1525750427,73,56.76,48.47,51.81,8.43
467,manzhouli,32,CN,1525750427,39,49.6,117.43,63.15,17.05
468,manggar,48,ID,1525750428,80,-2.88,108.27,87.18,8.43
469,lingyuan,0,CN,1525750428,56,41.24,119.4,63.87,3.96
470,matagami,8,NG,1525750428,89,9.67,8.4,65.04,2.06
471,pokhara,0,NP,1525750429,55,28.21,83.99,71.88,1.72
472,leningradskiy,0,RU,1525750429,97,69.38,178.42,16.8,20.51
473,vorukh,0,KG,1525750429,86,39.85,70.57,28.59,0.38
474,karpogory,48,RU,1525750430,91,64.0,44.44,34.08,5.41
475,mpanda,76,TZ,1525750430,66,-6.34,31.07,71.07,4.97
476,kidal,0,ML,1525750430,26,18.44,1.41,70.17,6.98
477,temirtau,20,KZ,1525748400,42,50.05,72.96,48.2,17.9
478,iranshahr,0,IR,1525748400,14,27.21,60.69,84.2,2.17
479,brownwood,1,US,1525749300,46,31.71,-98.99,75.2,6.93
480,khovu-aksy,0,RU,1525750431,48,51.13,93.72,38.04,3.4
481,samfya,36,ZM,1525750431,94,-11.37,29.56,63.69,8.21
482,chai badan,8,TH,1525750432,73,15.2,101.13,88.17,6.64
483,saint-augustin,90,FR,1525748400,100,44.83,-0.61,57.2,6.93
484,okmulgee,1,US,1525749300,64,35.62,-95.96,80.6,4.7
485,drabiv,36,UA,1525750433,57,49.96,32.14,64.32,11.01
486,waingapu,0,ID,1525750433,59,-9.65,120.26,86.91,12.01
487,bahir dar,76,ET,1525750433,76,11.59,37.39,59.91,2.39
488,carbonia,40,IT,1525748100,93,39.17,8.53,59.0,3.36
489,belaya gora,64,RU,1525750433,100,68.54,146.19,22.74,7.2
490,luang prabang,40,LA,1525744800,74,19.89,102.14,82.4,2.24
491,sheopur,0,IN,1525750434,34,25.67,76.7,85.65,7.2
492,kununurra,0,AU,1525748400,22,-15.77,128.74,91.4,16.11
493,comodoro rivadavia,0,AR,1525748400,71,-45.87,-67.48,55.4,5.82
494,tigre,75,AR,1525748400,77,-34.42,-58.58,69.8,10.29
495,kudahuvadhoo,24,MV,1525750435,100,2.67,72.89,81.6,8.43
496,sarahan,92,IN,1525750435,100,31.51,77.79,24.81,1.05
497,keetmanshoop,0,NA,1525748400,47,-26.57,18.15,59.0,3.51
498,chilpancingo,56,MX,1525750436,89,17.55,-99.5,67.2,1.72
499,copiapo,0,CL,1525748400,87,-27.37,-70.33,55.4,5.82
500,whitehorse,75,CA,1525744800,52,60.72,-135.06,46.4,5.82
501,temiscaming,5,CA,1525744800,49,46.72,-79.1,48.2,8.05
502,xuddur,92,SO,1525750437,97,4.12,43.89,68.64,8.1
503,swift current,90,CA,1525746420,67,50.29,-107.8,60.8,10.29
504,newport,90,GB,1525747800,100,51.59,-3.0,48.2,11.41
505,wahiawa,75,US,1525748760,77,21.5,-158.02,75.2,5.82
506,shahrud,0,IR,1525750225,57,36.42,54.97,54.87,1.61
507,negotino,40,MK,1525748400,93,41.48,22.09,55.4,2.06
508,jacqueville,20,CI,1525748400,94,5.21,-4.42,80.6,3.36
509,chama,8,ZM,1525750439,97,-11.22,33.16,60.36,4.63
510,dakar,0,SN,1525748400,93,14.69,-17.45,66.2,9.17
511,carmen,88,PH,1525750439,93,7.2,124.8,81.69,3.51
512,shenjiamen,76,CN,1525750439,100,29.96,122.3,63.33,20.07
513,taoudenni,0,ML,1525750440,23,22.68,-3.98,69.54,11.45
514,oussouye,0,SN,1525748400,83,12.49,-16.54,73.4,9.17
515,marzuq,0,YE,1525750440,47,14.4,46.47,51.9,2.62
516,goderich,0,CA,1525750440,78,43.74,-81.71,44.7,1.72
517,maragogi,76,BR,1525750441,95,-9.01,-35.22,75.57,5.64
518,vrangel,64,RU,1525750179,91,42.73,133.08,42.27,3.74
519,uni,32,RU,1525750441,80,57.75,51.49,50.91,5.97
520,sarab,88,IR,1525750441,92,38.61,44.99,52.98,4.52
521,estelle,1,US,1525749300,57,32.87,-97.01,82.4,4.7
522,sorong,20,ID,1525750442,100,-0.86,131.25,83.04,4.18
523,bud,76,NO,1525747800,87,62.91,6.91,48.2,4.7
524,norfolk,1,US,1525749780,82,36.85,-76.29,59.0,3.36
525,tilichiki,0,RU,1525750442,87,60.47,166.1,33.27,4.07
526,peravurani,8,IN,1525750443,88,10.15,79.08,85.02,6.42
527,bedford,0,GB,1525748160,81,52.14,-0.47,53.6,4.7
528,wajima,75,JP,1525744800,82,37.4,136.9,59.0,3.36
529,tiarei,20,PF,1525748400,70,-17.53,-149.33,84.2,12.75
530,namibe,0,AO,1525750444,100,-15.19,12.15,76.65,6.42
531,turukhansk,12,RU,1525750444,85,65.8,87.96,18.33,3.62
532,hornepayne,0,CA,1525750444,50,49.22,-84.78,55.59,10.22
533,changji,68,CN,1525750445,87,32.07,116.17,70.08,6.53
534,casper,1,US,1525747980,62,42.87,-106.31,57.2,20.8
535,ibate,68,BR,1525750445,64,-21.95,-48.0,68.82,12.68
